Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam
"lāwəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
χujas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"jȯla ȱ̭ji,",0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg
"nɔŋχa lapi, χūru̮m nɔr l'ul'itn",0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg
 ɔnipe jol'= ȯjilmatime,0,P,PV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,act,sp,uniq,strg
 laws: ,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
ɔnip kwalen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 minne pɔra jȯχ təs,0,A,V,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,uniq,strg
"masχatsı̮ɣ, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 kȯna kwalsı̮ɣ V Ul,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 jiw tȯtne lɔ̄nχ χȯsit jɔmantası̮ɣ,0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
 jɔχtəsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 l'ul'eı̮ɣ,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
" akw matert suiteı̮ɣ, ꞩāńntəl",0,A,V,NoPtcl,npst,ind,none,pfv,A,du,zero,fam,sp,uniq,strg
 ńawrame lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,fam,sp,uniq,strg
" ꞩańe lawi,",0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,fam,sp,uniq,strg
" ɔ̄nipe lāwi, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 - mańe lāwi: - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
" at ne wāslən, ",1,AP,V,NoPtcl,pst,irr,neg,npfv,2,sg,zero,act,sp,uniq,strg
" nan mȯl χotal jȯnɣəsən, ",0,A,AV,NoPtcl,pst,ind,none,pfv,2,sg,pron,act,sp,uniq,strg
nomsəɣən,0,A,V,NoPtcl,npst,ind,none,npfv,2,sg,zero,top,sp,uniq,strg
"ti χȯlas, parəs,",0,A,V,ti,pst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg
lajen,X,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 lajen,X,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 ꞩāńe l'aɣas: - ti a,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg
" ań χūrmit ēt, lawi,",0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg
 ēt kȯt'il' pɔrat ɔnipəntəl kona kualen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 tɔ̄ru̮m palt manaχ sāt sɔ̄w ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,barenp,ref,sp,uniq,nfam
 lȯwinten,X,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 ārı̮ɣ kit sɔ̄w tuw ke tēli,0,A,AV,NoPtcl,npst,irr,none,pfv,I,du,barenp,ref,sp,uniq,strg
 mēn tuw pɔ̄simēn,0,A,AV,NoPtcl,npst,ind,none,npfv,1,du,pron,act,sp,uniq,strg
wēꞩkat ɔ̄lsən,0,A,V,NoPtcl,pst,ind,none,npfv,2,sg,zero,act,sp,uniq,strg
" Ja ti, āɣikwe, pustaɣl ɔ̄lən, isəŋı̮ɣ=nɔ̄təŋı̮ɣ",0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,top,sp,uniq,strg
 mēn lilijan men tɔ̄rumn nɔŋχa ta minasət,0,A,AV,ta,pst,ind,none,pfv,I,pl,possnp,act,sp,uniq,strg
 ɔs jɔmas ȱ̭lu̮m wārsət ,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
juwl'e jȯmantası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 juw-joχtəm χujası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 χɔtalēn ɔ̄lsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 tɔ̄ru̮m ē̇t'imɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,weak
 χujne pɔra jȯχtəs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,uniq,weak
 ɔnipe nupəl lāwi: - ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
tɔ̄ru̮m palt manaχ sɔ̄w ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,barenp,ref,sp,uniq,strg
"naŋ nȯmijan, ",1,AP,AV,NoPtcl,npst,ind,none,npfv,2,sg,pron,act,sp,uniq,strg
" tı̮ɣəl χujimēn, ",0,A,V,NoPtcl,npst,ind,none,pfv,1,du,zero,act,sp,uniq,strg
ēt kȯt'l' pɔrat nɔŋχa kwalimen,0,A,V,NoPtcl,npst,ind,none,pfv,1,du,zero,act,sp,uniq,strg
 Ti χo̭jası̮ɣ,0,A,V,ti,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
"akw nɔr l'ul'itn jȯla ꞩalti, … lapi",0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg
ēt kȯt'l' porat nɔŋχa-sajkals̥,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" ɔnip ekwam, lawi, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"sajkataχtən, nɔŋχa, ",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
kȯna=kwalimēn,0,A,V,NoPtcl,npst,ind,none,pfv,1,du,zero,act,sp,uniq,strg
" Nɔ̄ŋχ= l'ul'sı̮ɣ, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 kwalsı̮ɣ kȯna,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" - Ja, ɔni pu̮m ēkwa, nɔ̄ŋχal' sunsen,",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
 Lȯwintaŋkwe pirmajtas,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" Lȯwintas,",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" kitəntı̮ɣ lȯwintas, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"Ti ɔ  ekwan, mol χɔtɒl ul' jtȯtne l'ɔ̄ŋχ pattat ta sun səslən, ",1,AP,V,ta,pst,ind,none,pfv,2,sg,zero,act,sp,uniq,strg
"χurijanēn, ań tuw̯ ta pɔ̄ssət, tɔ̄rumn",0,A,AV,ta,pst,ind,none,npfv,I,pl,possnp,act,sp,uniq,strg
"    minası̮ɣ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 juw ꞩaltsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" ēla ɔ̄lmı̮ɣtası̮t, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ela χȯ̭lmı̮ɣtasət,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" χuı̯ası̮ɣ, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
"nɔŋχ kwalsı̮ɣ, - ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
"ja, āki, lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ań sāŋkulten,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg
" - ja ti, ākijaɣu̮m=ɔ̄nipaɣu̮m, mȯl χɔ̄tɒl lawijin, ",0,A,V,NoPtcl,npst,ind,none,pfv,2,du,zero,act,sp,uniq,strg
"jikwen,",0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,act,sp,uniq,strg
man ꞩɔrumpatas,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
" am ań wāɣlum,",1,AP,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,strg
" tau lilite, χurite ań χɔtal' pɔsɒs, ",0,A,AV,NoPtcl,pst,ind,none,npfv,I,sg,possnp,act,sp,uniq,strg
ań an wāɣlum,1,AP,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,strg
 saŋkulten,0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,act,sp,uniq,strg
 am weꞩelitaχteɣu̮m,0,A,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,strg
 pȯtijiŋk ɔumɒŋ pȯtəŋ jā nułjŋk ɔumɒŋ nułəŋ jā tal'aχt mań mȯꞩ χum āɣjiɣ = pı̮ɣı̮ɣ ɔ̄leı̮ɣ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,ref,sp,uniq,nfam
 pu͕məl tittəŋ kel ālimi,0,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 i aliꞩlɒŋkwe āliuni,0,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" alslaŋke jals,",0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tuwl juw jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" nɔχ kȯls,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ɔ̄ꞩən minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ɔ̄ꞩən jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 lu͕wane lȯu̯mankēm sȯrum patum,0,A,AV,NoPtcl,pst,evid,none,pfv,A,pl,possnp,fam,sp,nuniq,strg
" juw jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" kȯlēn juu̯ ꞩaltəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 masχatɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ɔs wȯrn minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" juw jȯχtəs, kȯlēn,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" kasalaste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tēs,",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 āɣs,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" an χum tēne kannəl astɒs,",X,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
" wajane, narane tɔχ χujeɣt",0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,possnp,act,sp,uniq,strg
" tan nɔχ l'ul's,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
 tuwl kȯn=kāls,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 mań mȯꞩ nē jaɣāɣite kȯln minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" mań mȯꞩ nē jaɣāɣite koln ꞩaltəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 juw=mènas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" juw=jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tuw χujas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 nɔχ kȧls,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 kasajaɣe = sāɣrapaɣe kı̮wtəŋke pats,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tuwl ɔꞩēn ta mėnas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" ɔꞩen jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"nas āti χus wāt'i kēm luw ɔs sȯrumpatum, ēt sis",0,A,AV,NoPtcl,pst,evid,none,pfv,A,pl,barenp,ref,sp,uniq,strg
 tuwl lāwi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tɔ̄ru̮m juw wı̮ne nāke ti jȯχtəs,0,A,AV,ti,pst,ind,none,pfv,I,sg,possnp,ref,sp,uniq,nfam
" tɔχa pȯtərtals,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" tuw juw=ta mènas, kȯlēn,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 juw ta jȯχtəs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ēkate ł'aɣalas,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 lawi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" kȯna kāls,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" janı̮ɣ sāt luw χalnəl jals,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tuwl jaɣāɣite palt mènas,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tuw jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tuwl łaɣalas:,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 jaɣāɣite tɔ̄rum jȯli palt χȯtal' mini!,0,A,AV,NoPtcl,npst,ind,quest,pfv,H,sg,possnp,act,sp,uniq,strg
 ań nē masχatim łuńꞩi,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
 masχatne kannəl astəs,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 kȯna kāls,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 jaj pı̮ɣe palt su͕nn minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 jaɣpı̮ɣe rɔnχı̮ɣlas,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
 - jaɣ-tēm = aŋn – tēn sunn tālen!,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
" tau sunn tāls,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
 ta tālmats,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 an pȯtjin jā suntəŋ jā suntēn ta mėnas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tuwl wojkan witu̮p pēpəŋ ās, wȯj χō̭ləŋ ās nalwa ta patsı̮ɣ",0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
" wɔłe ke kit wɔł, wɔł'e ke χūru̮m wɔł' minamete jui palt tūrn ta patsı̮ɣ",0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" tur patitn ta jȯχəsı̮ɣ,",0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 tuwl wȯrn! ta kȯlsı̮ɣ,0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 sɔ̄t nāŋk ār naŋk lēli,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,uniq,nfam
 paj χɔntsı̮ɣ,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
" tɔ̄ru̮m tēlum, ma tēlum jānı̮ɣ nāŋk mań mȯꞩ χum jȯla saɣtuŋkwe ta ł'uls",0,A,APV,ta,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
 tuwl nāŋke jȯla: pats,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg
" ań, rɔŋχuɣlas aɣāɣite nupəl",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 – jajen tı̮ɣ!,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
" jajaɣite sunnəl nɔχ ta kals,",0,A,AV,ta,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
 tuw ta mėnas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" mań mȯꞩ ne sunsi,",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
 jaɣpı̮ɣe rɔŋχı̮ɣlas:,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
" sunen ti minas, luwe pałt,",0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" luwēn tālmats,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ań mań mȯꞩ χum juw ta mènas,",0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
 ań mȯjt pats ań mań mȯꞩ nē nupəl,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,uniq,sp,uniq,weak
" tan num palēn pāti,",0,A,V,NoPtcl,npst,ind,none,npfv,I,mass,zero,typid,nonsp,nuniq,nfam
 wɔt ɔs tau̯ num palēn pāti,0,A,AV,NoPtcl,npst,ind,none,npfv,I,mass,barenp,typid,nonsp,nuniq,nfam
 nȯmte jȯli palt nȯmsi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 am χɔta mus unlejɣm?,0,A,AV,NoPtcl,npst,ind,quest,npfv,1,sg,pron,top,sp,uniq,sap
 nɔχ ł'ul's,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tuwl sēr wȯr, mȯr wȯr jȯmuŋkwe ti pats",0,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 sampiltal mȯt jiwn χɔji,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 juw raɣati,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 χɔji,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 jȯlȧ pāti,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" tɔχa jȯm nēte ak mat kant jȯla raɣats,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 mat sir wɔŋχan ɔjumats,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ak mat ērt ti malaꞩ laχtuŋkwe pats:,0,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 mań mȯꞩ nē nȯmsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
 nas āt'i wȯrt ɔlnut kȯln patum!,0,A,V,NoPtcl,pst,evid,none,pfv,1,sg,zero,top,sp,uniq,sap
 WƆ ta ńɔu̯suŋkwe pāts,0,A,APV,ta,pst,ind,none,pfv,A,sg,barenp,ref,sp,uniq,strg
" w ɔ̄ tuw nɔχ kā̇ls,",0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg
" tuwl sime ta pȯjtəs,",0,A,AV,ta,pst,ind,none,pfv,I,sg,possnp,act,sp,uniq,strg
 sime pȯjtəs:,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,top,sp,uniq,strg
 alpite rḗı̮ɣtı̮ɣlɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,act,sp,uniq,strg
 tuwl WƆ kolēnəl kȯna kā̇ls,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg
" kȯn kā̇ls,",0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
 χɔtɒl nasāt’i rēɣəŋı̮ɣ jēmtu̮m,0,A,AV,NoPtcl,pst,evid,none,pfv,I,sg,barenp,ref,sp,uniq,weak
" tɔχ unlimate ak mat ērt, χɔtpa ti jomnēte suiti",0,A,AV,ti,npst,ind,none,pfv,I,sg,possnp,ref,sp,uniq,nfam
 tan palte ti jōχtı̮ɣpas,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" - mań mȯꞩ nē, - lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 mań mȯꞩ ne juwl'e l'āɣalɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 ań ēləl jȯχtum nēte l'aɣalɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg
 - am jȯtum mineɣən?,0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
 kȯln jɔ̇χtɒsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
" ńar nāŋk, ńar χȯu̯t ɔłtum kȯln jȯχtɒsı̮ɣ",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 juw ꞩaltsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" χȯs wāti ɔ̄lstēn,",1,AP,V,NoPtcl,pst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
 (χȯsa man māt'i ɔ̄lsı̮ɣ),0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
" ɔ̄nip ta mėnas,",0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 takket ta χul'təs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ta jȯmmı̮ɣtɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tɔχa kȯjimate, jȯmimate akw mat wɔŋχan ɔs ɔjumats,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 jȯl raɣatɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tɔ̄rum lap mėnas,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,uniq,sp,uniq,weak
 mā lāp mėnas,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,uniq,sp,uniq,weak
 χȯsa χujas,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
" man wat'i χujas,",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 nɔχ ti sajkalas,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" akw mat ērt pal'aɣetəl sı̮iti,",0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,ref,sp,nuniq,nfam
 wit t’ɔlɣanēte sı̮ı̯ti,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,ref,sp,nuniq,nfam
 ta wit t'ɔlɣanete kann ta waŋki tuw,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
" tuw jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 nas at'i wit ɔ̄wnēte,0,A,AV,NoPtcl,npst,evid,none,npfv,I,mass,barenp,ref,sp,nuniq,nfam
 wit pałt jȯχtəs pəl,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ti lȯu̯tχatəŋkwe pāts,0,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 lȯu̯tχatəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 kātaɣe pus̄ı̮ɣ ta jēmtsı̮ɣ,0,A,AV,ta,pst,ind,none,pfv,I,du,possnp,fam,sp,uniq,strg
" tuwl samaɣe lȯu̯təŋke pats,",0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 tuwl saməŋı̮ɣ jēmtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,fam,sp,uniq,strg
" nɔχ=ł'uł'mats,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"χȯtal' ɔ̄lne najiŋ mā, ɔ̄trəŋ mā akaı̮ɣ kēli,",0,A,AV,NoPtcl,npst,ind,none,npfv,I,mass,barenp,ref,sp,uniq,nfam
  saməŋı̮ɣ jēmtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ta jȯmmı̮ɣtɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tūrn nēı̮ɣlɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 āsən nēı̮ɣlɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 wȯjkan witup tēpəŋ ās wö χȱ̭ləŋ āsn ta jȯχtəs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ās pɔχ χȯsit ta jȯmmı̮ɣtas,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tuwl ȱ̭sən joχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
