Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam,File
 Mashatuŋkve patas,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 aꞩe lavi: ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 hotal̩ mineɧьn? ,0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 arɧen oln muvьr supum n̩auleɧum,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,possnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 aꞩe lavi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" ati, am mineɧum",0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Hosa minas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" vati minas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 arɧen oln muvьr supe toha ta minnete,0,A,AV,ta,npst,evid,none,npfv,I,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" akv mat et minimete kate vaɧtal pats, ",0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 laɧьle vaɧtal pats,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" akv ti savit elal̩ jomi, ",0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ti savit juvle jomi,0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ꞩar samaɧe turmanьɧ jemtsьɧ,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 elal̩ sunsi,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" naŋk akvalьɧ, hont aŋkvalьɧ naŋkeьɧ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 lavi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" - Tuv ke johtunuvum,",0,A,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" ul̩a paltunuvum, ",1,A,PV,NoPtcl,npst,irr,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 uꞩ vos sorm patnuvum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Tuv johtas, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 kol avi sunt janь akьr ti oli,0,A,AV,ti,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Kit pis ker kvalɧil neɧum oli,0,A,V,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Lipaꞩ ke ojimatnuv, ",0,A,V,NoPtcl,npst,irr,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" akv pulьɧ at toulhatnuv,",0,A,V,NoPtcl,npst,irr,neg,npfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 juv ti tajapanuv,X,A,V,ti,npst,irr,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 elmholas jun sujti ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,typid,sp,nuniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 naŋ man ta janit ꞩohlaŋ vareɧьn? - ,1,A,APV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,sap,I,abst,barenp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 saka horti ,0,A,V,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 atajaleln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" naŋьn rovhe mat hotpa ke johtьs, ",0,A,AV,NoPtcl,pst,irr,none,pfv,U,abst,npron,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" tujte jaŋke n̩ollьɧten,",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,mass,dpossnp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 juv puvtmeln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" naŋьn rovtal mat hotpa ke,  johtьs ",0,A,AV,NoPtcl,pst,irr,none,pfv,U,abst,npron,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ꞩar poliьɧ minьɧteln! ,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" atajalves, ",X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" tujte, jaŋke nollьɧtaves,",X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,mass,dpossnp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 juv puvtmaves,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Juv ꞩaltьs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ekva unli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" apьɧkve, hotal̩ mineɧьn? ",0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 arɧen oln muvьr sup n̩anluŋkve mineɧum,0,INF-A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" -e-e, apьɧkve, arɧen oln muvьr supьn n̩anluŋkve jalum hum, elal̩ minam hum sav ols, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Sorniŋ tep maɧьŋ tep pasanьl varves,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Tes, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ajis ,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 astьs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Hun̩t ꞩopitim n̩ohьs piti, ovьlna, akve lavi, apьɧkve, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" hujiɧьn, man ati? ",0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Hujeɧum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Jola ta hujas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Hosa hujas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" vati, hujas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv mat ert hunteli,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akve-kon-ta-kvalme sujti,0,A,AV,ta,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" akv ekvate juv ꞩaltme, porat noŋh untьlmatьs",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ekvate arɧen oln kuraꞩ tulьs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Kol kanna lime porat, kol kan part supьɧ ola tollasьt",0,A,AV,NoPtcl,pst,ind,none,pfv,I,pl,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ekvate kol kant tьɧtuvjomьɧti,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" kol kan portane poshьŋ ohsar n̩ahьŋ turьl n̩ohteɧt, ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,dpossnp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 poshьŋ ohsar vahьŋ turьl vahteɧt,0,A,V,NoPtcl,npst,ind,none,npfv,I,pl,zero,act,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ekvate lavi ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" apьhkve puvleɧьn, man ati, ",0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 am puvlen kol paltsum ,1,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,barenp,ref,sp,uniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Hotum ul puvleɧum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 nomsi: ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" kuraꞩ manurьl noŋh olmilum,",1,AP,PV,NoPtcl,npst,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" an̩ munt kol kanna li̊me porat, kolkan partьt sapьɧ ola tollasьt",0,A,AV,NoPtcl,pst,ind,none,pfv,I,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 (moꞩ at sak-valasьt),0,A,V,NoPtcl,pst,ind,neg,pfv,I,pl,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 nomsi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" numi pos asum, numi pos jeɧum anum erьɧ totuŋkve ke, mojt totuŋkve ke laveslьn",1,INF-AP,PV,NoPtcl,pst,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,1,sg,pron,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" noŋ almajanem porat, sar punt tarvit ul vos suitnuv! ",0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,zero,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" almajaste, ",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 sar punt tarvit at suitas,0,A,AV,NoPtcl,pst,ind,neg,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 puvluŋkve ta minas,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" arɧen oln puvlьn kol tavem paltime, ",X,P,PV,NoPtcl,pst,evid,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 arɧen vitьl jolal̩ ꞩurji,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 nomsi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" juv ꞩalteɧum sorum,",0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 kon oleɧum sorum ,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" juv ꞩaltas, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 kurasetьl ta rāthati,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" Hosa ratas, ",X,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" vati ratas, ",X,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" n̩ovьle aɧmьŋьɧ jemtьs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,possnp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 luve aɧmьŋьɧ jemtьs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,possnp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Luve janьɧmame sujti,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 n̩ovьle janьɧmame suiti,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Juv minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akve lavi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" eē apьɧkve, naŋ taj, tortal ta puvlumьn",0,A,AV,ta,pst,evid,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" ti arɧen oln kuraꞩum, aman̩ arɧen oln puvlьn kolum paltьɧlakem, hurum pьɧum janьɧ pьɧum johtalakēte arɧen oln kuraꞩe sat lopta top hot patsi",0,A,AV,NoPtcl,npst,ind,none,pfv,I,pl,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 naŋ taj arɧen oln kurasum ꞩar akvaьɧ pusьn loptane hot ta ratmanьn,1,AP,APV,ta,pst,evid,none,pfv,2,sg,pron,act,sp,uniq,sap,I,pl,possnp,act,sp,uniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" arɧen oln kuraꞩ, tap kat puvne māte ārьɧtam",0,A,AV,NoPtcl,pst,evid,none,pfv,I,sg,possnp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ekvate hun̩t ꞩari̊tam vor Sali maravi n̩ovьl toh totaste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 maravi tur ja at on̩ꞩi ,1,A,APV,NoPtcl,npst,ind,neg,npfv,I,sg,barenp,ref,sp,nuniq,nfam,I,sg,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 sali n̩ovьle pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" pot sup n̩anil totves, ",X,A,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,top,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 taite pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,npron,act,sp,uniq,strg,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" tes, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" ajis, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 aꞩtis,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akve nupьl lavi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 haniꞩteɧьn ke,X,A,V,NoPtcl,npst,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" haniꞩten, ",X,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" at ke haniꞩteɧьn, ",X,A,V,NoPtcl,npst,irr,neg,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" ul hatniꞩten, ",X,A,V,NoPtcl,npst,imp,neg,npfv,2,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 molamleɧum,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Totnuw olne akvьn ekvan haniꞩtaven,1,P,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,nfam,2,sg,zero,act,sp,uniq,sap,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Kon kvalapas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ta mini,0,A,V,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 Hosa minas ,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 vati minas,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 elal̩ sunsi,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 naŋk aŋkvalьɧ hont aŋkvalьɧ naŋkeьɧ,0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" akv ti savit elal̩ jomi, ",0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 akv ti savti juvle jomi,0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 nomsi: ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
" tuv ke johtnuvum, ",0,A,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ul̩a paltnuvum ,1,A,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 uꞩ vos sorumpatnuvum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 tuv ta johtьs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
 ta janit akьr kapaj ti neɧime,X,P,PV,ti,pst,evid,none,pfv,,,,,,,,A,sg,barenp,ref,sp,nuniq,nfam,NM_Sosva_Chernetsov_42_AOMS_final.xlsx - Sheet1.csv
