Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 ńarane = waı̯ane χot āŋχwuŋkwe ta ūntəs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
" ńarane = waı̯ana χot - ta, āŋχwsane",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,top,sp,uniq,strg
 ta ńarane = waı̯ane almaı̯asane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 tuı̯tanəl tot ta parɣalti,1,A,PV,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,ref,sp,nuniq,weak
 tuw̯l nɔ̄χ ta taɣa tasane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 χot sēɣəstè,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,zero,act,sp,uniq,strg
" pal'aɣenəl takwite, puwəste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,ref,sp,uniq,nfam
" kūꞩe χot ta āŋχwətaste,",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 ɔ̄χsɒr sɔw̯ kūꞩe nɔŋχ ta taɣataste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 nɔχsət pori ta taɣatamane,1,AP,PV,ta,pst,evid,none,pfv,H,sg,zero,ref,sp,nuniq,nfam,I,pl,barenp,act,sp,uniq,strg
" - ta rau̯tsasane, muli paln,",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 n̄árane = waı̯ane aŋχwsalasane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
 ńarat = waı̯t álmáı̯əs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
" tuı̯tanəl, ı̯ankanəl araꞩ wātan tuu̯ ta parɣaltasane",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,ref,sp,nuniq,weak
" tuu̯l nɔ̄l ta taɣatɒlapsane,",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 χot seı̮ɣsaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,zero,top,sp,uniq,strg
" ı̯osa χot lɔ̄χsaɣe,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,nuniq,nfam,I,du,barenp,ref,sp,nuniq,nfam
" tustəsaɣe,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,nuniq,nfam,I,du,zero,ref,sp,nuniq,nfam
 takwi kāta ɣetəl takwi pal'aɣenəl pūwəste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 kuꞩe χot ti ānχwəste,1,AP,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 ńarane=waı̯ane āŋχw sane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
 āŋχwsane,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 tuu̯ ta kȯlkann ꞩeltŭmtasane,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ńarane=waı̯ almaı̯asane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 ākwaı̮ɣ kȯlkan witəl tɔ̄ltəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,weak
 NW nɔ̄χ ta taɣatasane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 tuuəl kȯlkan wite χot sēɣəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
 ta kēm ta lɔ̄χ͔aꞩliı̯aɣe,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,I,du,zero,top,sp,uniq,strg
" ı̯osa taɣatan matēn, nɔŋχ ta taɣatasaɣe",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,zero,act,sp,uniq,strg
 ı̯uu̯=ꞩaltuŋkwe āwi ta punsəste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
" takwi āŋwalaɣenəl puwəste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,ref,sp,uniq,weak
" takwi kātlaɣetəl, kūse χot ta āŋχwəste",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 tuu̯ ta taɣataste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ꞩar perı̯im ńɔχəs tuu̯ ta alum,1,A,PV,ta,pst,evid,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" ēntap kwalɣe pēsatɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 ńɔ̄χsane muli pāln ta pintsane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
" ēntap kwalɣe nɔ̄ŋχ taɣataste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" wȯı̯kane nɔ̄ŋχ, ı̯ol at pinı̯aɣe, pāln",1,AP,PV,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 ńarane=waı̯ane aŋχwsalasane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
 kȯl kann ta pintsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 tuı̯təŋ narat=waı̯t ta wisane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,top,sp,uniq,strg
" tuı̯tanəl parɣaltasanen,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,top,sp,uniq,strg
 ı̯aŋkanəl ratsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,top,sp,uniq,strg
 nɔ̄ŋχ toslaŋkwe ta taɣɒtalapsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 tulmɒχ ɔ̄ı̯ka ńɔ̄χane siltaliı̯ane,1,AP,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,nfam
 χot nuı̯liɣtiı̯ane,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 pusən nila χum pusən siltalapsanəl,1,AP,AV,NoPtcl,pst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" ta nuı̯lı̮ɣtasanəl, saka mol'aχ",1,AP,V,ta,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 akw ti ꞩost ta nuı̯lı̮ɣ tasanəl,1,AP,V,ta,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ı̯anı̮ɣ pūt taɣàtɒs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ńɔ̄χs ńɔ̄wl'ane naluu̯ ta pētsane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,ref,sp,nuniq,weak
" TƆ pūt pētəs,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 pūte paɣ ta ūntəste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
" tuu̯l ńila áni ta ālmaəs, nɔχs nɔ̄wəl χūnuŋkwe",1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 nɔ̄χs ńɔ̄wəl' ta χuniı̯ane,1,AP,PV,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 ńila ānin ta χūntsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ńila āni wisane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila mān kolkann ūntəsane,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" ńila χum kasaı̯ wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila nē kasaı̯ wis,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 āni ou̯lanèn ta pinsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ńɔ̄χəs ńɔ̄wəl akw ı̯ot ta tēɣı̮ɣ,1,A,PV,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" tēmanəl astəsət,",1,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,abst,possnp,ref,sp,nuniq,nfam
 ismit aı̯sət,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,mass,barenp,ref,sp,uniq,weak
 ta ul'anəl χarı̮ɣtasa nəl,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,uniq,weak
 alpəl ı̯anı̮ɣ PN ul'a tuꞩtŭm,1,A,APV,NoPtcl,pst,evid,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ńɔ̄wəl totəs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" JPN ńɔ̄wəl sāɣrəlataste,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 pūt ta wārəs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" JPN ńɔ̄wəl ńila ānin, tau̯ χuns",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 tuu̯l ńila mān ūntsane,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" tēmanəl āstəst,",1,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,abst,possnp,ref,sp,nuniq,nfam
 tulmaχ sɔ̄we nɔ̄ŋχ ta masapaste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 ƆƆ koni kūꞩe ɔs masapaste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" SƆ ɔ̄s masapaste,",1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,zero,fam,sp,uniq,strg
" tɔ̄reu sɔ̄we ɔ̄s masəste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" ı̯osaɣe ı̯ola pinsaɣe,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,fam,sp,uniq,strg
" mataranən tuwlé wȯı̯eln,",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,pl,possnp,undef,nonsp,nuniq,nfam
 tuw=wȯı̯eln!,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,pl,zero,act,sp,uniq,strg
" kuꞩe χot āŋχwəte tuu̯,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 ta kēm takəs ta lȯχnɒꞩliı̯aɣe,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,ref,sp,uniq,nfam,I,du,zero,act,sp,uniq,strg
" loχɒꞩlasaɣe,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,zero,top,sp,uniq,strg
" nɔ̄ŋχ taɣmatsaɣe,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,zero,top,sp,uniq,strg
" kūꞩe χɔt āŋχwəs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" wɔ̇ı̯akane āŋχwəs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" ńarane = waı̯ane āŋχwŭŋkwe patsane,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" māχmane akw̯ tȯrı̮ɣ, ńaranəl χot āŋχwsanəl",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,pl,dpossnp,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 TƆ ńarane=waı̯ane JPN palt ta lisane,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,pl,possnp,top,sp,uniq,strg
 naməl at wı̮ɣane,1,AP,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ƆƆ NW aŋχsane,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
 KPN palt ta lisane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" tuwəl ań TƆ NW āŋχwsane,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
 āwi sunt pāln ta lisane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 at wı̮ɣane,1,AP,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" tuwl SƆ NW āŋχwsane,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" wit nȯrma ı̯oli pāln, NPN palt ta lisane",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" ńaranəl=waı̯anəl χot ꞩopitaŋkwe, taɣataŋkwe ta putsanəl",1,AP,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 tuu̯l toslan maɣəs nɔ̄ŋx ta taɣɒta lasanəl,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 χumit ńɔ̄χsanəl χot nuı̯ɣalasət,1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
tuwl KPN tau ta put wāri,1,A,APV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" tau̯ pūt wārs,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 pāɣ ta ūnttəstē,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ńila áni almaı̯ɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila ānin ta χūnsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 tuw̯l ńila mān kȯlkann ta ūnttəsane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ńila né pusən pı̮ɣriꞩət ɔ̄ꞩsət,1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,H,pl,barenp,ref,sp,nuniq,weak
" ań, - lawi -, alamutanuu̯ urtiı̯anuu̯,",1,AP,PV,NoPtcl,npst,ind,none,pfv,1,pl,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
 mèn kol at ɔ̄ńꞩimēn!,1,A,APV,NoPtcl,npst,ind,neg,npfv,1,du,pron,act,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
" ań ńɔ̄χəsanəl ta urtəsanəl, ńila χum mus",1,AP,PV,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
" - MN, naŋ matarann wȯı̯en!",1,A,APV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,pl,possnp,ref,nonsp,nuniq,nfam
 takwi tūp ńɔ̄χsane ālməs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 matarane ta wisane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,nonsp,nuniq,nfam
 pı̮ɣe nɔ̄ŋχ ālməste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
" matarane, ı̯ot wisane",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,nonsp,nuniq,nfam
" sȯmı̯uχ, ɔ̄nꞩi,",1,A,PV,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" mol χotal ı̯alkèt, ul'ı̯iu̯ sāɣrim kȯl at kāsali",1,A,PV,NoPtcl,npst,ind,neg,npfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,nonsp,nuniq,nfam
" pı̮ɣriꞩe kol kann tarmatɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 sāli ńɔ̄wəl totəs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 nas āt'i sāli alum,1,A,PV,NoPtcl,pst,evid,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,barenp,ref,sp,nuniq,nfam
 ńɔ̄wəl ı̯uu̯ tūls,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" MN, tau̯ ta pūt wāri",1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" pūt warı̮ɣlas,",1,A,PV,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 pı̮ɣriꞩən kon ul taraten,1,A,PV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 am pı̮ɣriꞩum ti χȯtal alapilum,1,AP,PV,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,possnp,fam,sp,uniq,strg
" - tēnut ɔ̄ńꞩew,",1,A,PV,NoPtcl,npst,ind,none,npfv,1,pl,zero,act,sp,uniq,sap,I,mass,barenp,ref,sp,nuniq,nfam
 manrı̮ɣ naskası̮ɣ χumus aliluw̯!,1,AP,V,NoPtcl,npst,ind,quest,pfv,1,pl,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 elmχolas ńɔ̄wəl' tēŋkwe taŋχeɣŭm,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam
" am pı̮ɣriꞩe alapaste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 pȯli ı̯aktla paste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" pūte nal= taı̮ɣmatɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,nuniq,nfam
 ta pētəste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" mol'amtaχtim ta paı̯tite,",1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 χumitn ul wos ı̯ɔ̄χtawe,0,P,AV,NoPtcl,npst,ind,neg,pfv,H,pl,barenp,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
 matər kon ta sāɣri,1,A,PV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,U,abst,npron,undef,nonsp,nuniq,nfam
 ı̯iw sāɣrɒste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ēlmχolas χuriı̯iɣ saɣrɒste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ı̯uu̯ tāləste, kȯl kiwrèn,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 tuwəl pı̮ɣriꞩ ulamət tuu̯ mastəsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 lɔ̄χ pālèn paɣ ꞩēltumtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ńila ańin ta χūniste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" - am sar ńilit ām sar MN Palt totilum,",1,AP,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,weak
" tuu̯ pı̮ɣriꞩ ɔ̄ńsi,",1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
" tau alite,",1,AP,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" ńɔ̄wəl' āni wiste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ań ńɔ̄wəl' áni supe tȯtəs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" - tit am ńɔ̄wəl āni supkèm to taslum,",1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 wȯı̯eln!,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 - am pı̮ɣriꞩŭm alapaslum,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 paı̯te slum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 naŋ ti āni supkèm ɔ̄s taı̯a palen,1,A,APV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" naŋ pı̮ɣən āleɣən,",1,A,APV,NoPtcl,npst,ind,none,pfv,2,sg,pron,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 ta wȯı̯eln!,1,AP,V,ta,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 MN āwite mań χall wārəste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,nfam
 - tiı̯ maı̯eln!,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,npron,act,sp,uniq,strg
